[ModuleInfo]
ManufacturerID = 4104
ModuleID = 40
FirmwareVersion = 6
UID = 0049-00503418-34064E45
GainReg = 4
ChannelNumber = 3
[OffsetResult]
Channel1Offset_mV = 2
Channel2Offset_mV = -40
Channel3Offset_mV = 176
1 	636251044868705000 	-105 	108 	-67 	849871 	0	0	0
2 	636251044868705000 	-124 	128 	-66 	849872 	0	0	0
3 	636251044868705000 	-93 	108 	-65 	849873 	0	0	0
4 	636251044868705000 	-103 	125 	-55 	849874 	0	0	0
5 	636251044868705000 	-110 	105 	-77 	849875 	0	0	0
6 	636251044868705000 	-118 	137 	-48 	849876 	0	0	0
7 	636251044868705000 	-134 	125 	-87 	849877 	0	0	0
8 	636251044868705000 	-93 	109 	-57 	849878 	0	0	0
9 	636251044868705000 	-99 	114 	-78 	849879 	0	0	0
10 	636251044868705000 	-98 	117 	-61 	849880 	0	0	0
11 	636251044869696000 	-108 	106 	-74 	849881 	0	0	0
12 	636251044869696000 	-106 	101 	-42 	849882 	0	0	0
13 	636251044869696000 	-98 	106 	-45 	849883 	0	0	0
14 	636251044869696000 	-93 	108 	-19 	849884 	0	0	0
15 	636251044869696000 	-106 	97 	-38 	849885 	0	0	0
16 	636251044869696000 	-103 	94 	-34 	849886 	0	0	0
17 	636251044869696000 	-123 	101 	-28 	849887 	0	0	0
18 	636251044869696000 	-75 	109 	-56 	849888 	0	0	0
19 	636251044869696000 	-106 	98 	-90 	849889 	0	0	0
20 	636251044869696000 	-122 	95 	-34 	849890 	0	0	0
21 	636251044870792000 	-121 	126 	-90 	849891 	0	0	0
22 	636251044870792000 	-105 	95 	-47 	849892 	0	0	0
23 	636251044870792000 	-105 	116 	-56 	849893 	0	0	0
24 	636251044870792000 	-105 	105 	-14 	849894 	0	0	0
25 	636251044870792000 	-114 	118 	-53 	849895 	0	0	0
26 	636251044870792000 	-104 	120 	-41 	849896 	0	0	0
27 	636251044870792000 	-99 	117 	-25 	849897 	0	0	0
28 	636251044870792000 	-89 	105 	-35 	849898 	0	0	0
29 	636251044870792000 	-103 	108 	-62 	849899 	0	0	0
30 	636251044870792000 	-124 	100 	-32 	849900 	0	0	0
31 	636251044871795000 	-101 	110 	-85 	849901 	0	0	0
32 	636251044871795000 	-116 	114 	-75 	849902 	0	0	0
33 	636251044871795000 	-124 	86 	-72 	849903 	0	0	0
34 	636251044871795000 	-125 	116 	-58 	849904 	0	0	0
35 	636251044871795000 	-91 	103 	-56 	849905 	0	0	0
36 	636251044871795000 	-94 	90 	-16 	849906 	0	0	0
37 	636251044871795000 	-94 	119 	-80 	849907 	0	0	0
38 	636251044871795000 	-123 	111 	-64 	849908 	0	0	0
39 	636251044871795000 	-112 	105 	-33 	849909 	0	0	0
40 	636251044871795000 	-90 	110 	-49 	849910 	0	0	0
41 	636251044872806000 	-113 	117 	-58 	849911 	0	0	0
42 	636251044872806000 	-120 	111 	-85 	849912 	0	0	0
43 	636251044872806000 	-79 	101 	-39 	849913 	0	0	0
44 	636251044872806000 	-107 	105 	-64 	849914 	0	0	0
45 	636251044872806000 	-127 	122 	-71 	849915 	0	0	0
46 	636251044872806000 	-108 	104 	-79 	849916 	0	0	0
47 	636251044872806000 	-94 	109 	-56 	849917 0	0	0
48 	636251044872806000 	-112 	106 	-69 	849918 	0	0	0
49 	636251044872806000 	-95 	114 	-47 	849919 	0	0	0
50 	636251044872806000 	-112 	127 	-74 	849920 	0	0	0
